Sentiment,clean_text
negative,tweets waiters saalo thumari aukaath bas tips lene ki hai malik banne ki nahin din me sapne dekhna band karo rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing
neutral,ham awam hain kyon ok musalmano ne 1000 saal tak angrezon par hukmrani ki mager is ok bad muslmano ki apis main
neutral,p b swamyadvaniji ki tarah koi padh ke liye taraste hi reh jaayengemodi sarkar mey to t co m3wuwhd3sz
positive,first thing i wanted to do when i turned 38 was release a record thank you for making it happen bought to rot
negative,aab lora lo mera mai pichle 4 month se bhokh bhokh ke bol raha lekin chutiya bhkts manane ko taiyar nahin t co v1smohvlh5
negative,benchod bhosrike agar tujhe democracy par biswas nahin hai to desh chor de madarchod terrorist bharwa
positive,please gadhe ko jalil mat karo atleast gadha is not corrupt n also real hardworking animal t co xkwlh1lhlq
negative,style aditya ye saale chutiye hn 8 t co ncd8tkvoa7
positive,yehi chij aap par bhi lagu hoti hai patrakar madam sahiba jis tarah se aap vipaksh ki bakhiya ud t co e4nf7llm7g
positive,54 we are still with you lets forget it and do your best sparklingheart tum jeeto ya haro hamain tumse pyaar hai pakistanthumbsup t co ddgbiq66z1
positive,sir you are great apki prshansa sbdo se nahin ki ja sakti bhagvan aapki mehnet se phir aapko 2024 me pm t co mzchv555at
positive,happy birthday day bhai aise hi hazir zawabi bani rehe may god bless you smilingfacewithhalosmilingfacewithhalo
neutral,007 maine kisi ko tag nahin kar smjhe aap even m enough to handle you guys alone i don t need bheed like you t co v7rdjvkt6e
neutral,accha hi hay samajh nahin aati just enjoy the music
positive,aap sabhi ko hamari tarf se bahut sari subhkamnaye t co cfjxf5ar8g
neutral,heart hosakta hai coz recent dono shoot v kar rahe the may v survanshi ke t co reapg92r6f
negative,tum log toh 4 crore illegal bangladeshi ko bhi nahin nikalne de rahe hai aur rohingya ko bhi desh t co pplkkhahrs
neutral,jo bhi karlo ye nahin jeetne wale saray actor or model hen pak team men is bar sab tagdi teams hen ev t co p412qpiue6
negative,abe tujhse kuch na hai payega bas ilzaam laga tu to muje marna chahte hai muje kuch nah kar t co 38yccag08d
positive,thank you so much to the team of ranjha ranjha kardi and especially bhola for all those saturdays w t co fdmqdyp1gt
neutral,this is so funny hows uncle saying double 007 yeah and laughing at my guys despair facewithtearsofjoyfacewithtearsofjoy t co kpariublha
negative,kuch bhi bolo bsps roots in corruption
positive,insan1 wishing you a very happybirthday birthdaycake my beautiful crown insan1 didi may pita ji bl
positive,kangana aaj apki manikarnika dekhi aap sach me jhasi ki rani lag rahi thi you are my best actress t co ricmuiwkkj
negative,beamingfacewithsmilingeyes kuty ki dum ki tarha tharki logo ki koi b age hai wo thark pan nahin chord skty kai log tu larki ko ghr ok a t co ukeico7q39
neutral,bhai ka din hi kharab hai aaj pehle chappal chori hai gyi new delhi railway station per khane pahucha to irctc cant t co dvt5jea5bq
positive,bhola character with 0000 haters love you imran after watching this episode kis tarah gradually theek horaha hy o t co ce0ps1lpqn
positive,good morning pita ji please bless me sewa sumrin and parmarth bakso ji t co bmbde5z2gb
negative,lol 1000 saal ki hakumat hai muslims ki hindustan par
positive,congratulations pm sir ji apko loksabha election me parchand jeet ki hardik subhkamnaye aapke natartav m t co ji4bikmilq
negative,no one jobless only congresi and rahul gandhi is job less all are doing there job koi bhukha nahin sota a t co x2esgb5vjk
negative,abey saalo harami ke laudo kya ashleel photo daal rahe hai bey twitter par poutingface sharam nahin aati facewithrollingeyes bu t co 5g0oejottl
neutral,wish someone saved me like nikumbh sir saved ishaan awasthi in taare zameen par and made my parents realize how muc t co l0kdunkrr4
positive,mubarak hai ye b apk abu ok kaarnamy hn btw ldl t co 1gl4tg9xpu
neutral,bjp musalman ke naam pe kalank t co wrlhjx1ezo
positive,yuske such a good song
neutral,or ye to bhool hi gyi ke pairo se scooty nahin rukti facewithtearsofjoy usme break bhi hote hai facewithtearsofjoy or ha ye bt gi t co wfnzyc7bds
positive,sir logo ko apse bohot ummide hai best wishes by a citizen
neutral,kya dimag hai wagle ji ka wah did 100 people vote for congress in the past why t co wkcokzolsg
neutral,ye picture paanch saal mein aisa banegi ki duniya dekhti reh jayegi the best part is hume garv hai t co lqmkbfv8zz
neutral,xdd kal to unke jyadatar batsman ne apna best bhi nahin diya tha tb ye hal kar diya tha khulle sand ban ok t co 8cqj5eadb4
neutral,mehta t co q64pj7jkbo
neutral,ai mallam baazoga me zaka karanta a sallahn ba wallahi wasun idan suna maka alwala ko sujuda ko rukui la hawala
negative,ray bachy ko marny sy uski tarbiyat nahin hotii piyar sy smjhaany sy hoti hy is main is bichary ka kasoor nahin jit t co rxm66b8hhw
neutral,rathee baba ramdev ka to pura business model hi hai nationalism desh ka gau mutra facewithtearsofjoyfacewithtearsofjoy
negative,kisi ki etni baukhlaahat desh ko nuksaan nahin pahuchaani chahiye sarkaar ko jo uchit lge decision le t co 8czl5xglno
negative,jita to hitlet v tha bhai burnol to tume chahiye kaam to ginate nahin kabhi bjp ok cows ka gobar b t co v7m6sshwac
neutral,or jitao modi obc walo ab tumhe samsh me aayega
positive,awaaz shail sir good job nice information old market yad aa gaya nice one
positive,kodwa guys gave us thandiwe forget national this man is an international treasure that has to be protected
neutral,abe tum to bahut pehle se dalal hai bjp ke your future is in bjp
neutral,me to bts after seeing the trivia love vcr mujhe tumse pyaar kitna ye hum nahin jaante magar jee nahin sakte tumhare
positive,cnbcawaaz awaaz nice information
positive,new album sounds sooooooo good fucking tonezone and i really like for the night love the melody an
positive,neel bhai aapko janamdiwas ki haardik badhaiyan handshake bhagwan aapko sehatmand rakhe thumbsup aur aapke ok t co 75qya5486r
neutral,d26 loves angel kapstar satyam k9 t co ivklhn6oja
negative,pakistan ok musalmano ramadan jaty jaty b humy mazboot kar raha hai match dekhty hue gaali nahin deni facewithtearsofjoy iccwc2019
neutral,agar kisika ke naam se entertainment karke koi apna pet bharta hai to usme burai nahin hai bohot sare com t co mfuexk2vur
negative,pagla gaya hai yeh baba maabaap ki jagah 3rd bachche ko gunehgar batata hai aur ab yeh modi t co olf77vx8cs
neutral,kisi ke baap ka kuch nahin jata or jani yeh twitter par aay hoto calm raho limit main rahoo itni hai problem hai t co 9xaqfknmqx
positive,official official its good tht you see the defeat is learning process its also very tru t co gdx1iatzbt
neutral,life kabirsingh new song tujhekitnachahnelage is the new age love ballad filled with melancholy and longing watch video
neutral,30 sal desh ki army r police me rahker aj woh deshwasi nahin raha bjp ko 2019 ke result me 100 confirm hogaya ok jit t co v1dflposo8
negative,congress ki haar ka sabse bada karn shirsh ke neta hain jo kursi se marte dum tak chipke rahna cha t co ytnga2ilip
neutral,you r right the main focus is on icc cricket world cup not films
negative,congreess ne bulaya tha kya 2001 me kargil ke shahido ko ulta congreessi mc saale ok t co rixgtoyigl
neutral,siddiqui t co nz1tp3kxfu
positive,chhidvada par hardik badhai or subhkamnaye jarur aap jald se jald atithi vidvano krapa drasti kare ek ye hi
positive,jos buttler bowled by wahab facewithtearsofjoy nice sweven and thats will be dream always for pakistani first out engla t co ajgn4pljt4
negative,kya aap meri madad kar sakte hai mere gao me rode nahin hai jabki 20 sal se bjp yaha jet rahi kya ham bjp ko apna vot t co aiqc4v1lze
negative,baimaan tera ajay singh cheating baaj teri airlines saale chutiya banane ke liye baithe hai jakar station me bhi t co bg2hpijj9j
positive,loveyou be ty for being there always ps hindo ako mkmove on sa post nahin lance hahahah gelanceatgr
negative,mamta banerjee ke gusse mul karan bjp nahin uska khud ka aham hai wo khud ko kansh man rahi hai aur uske liye modi ji t co bay3gnpphk
negative,kiya hua beti bachao ke nara jo diya thaa bjp ne mla ko barkhast kiyu nahin karte hai jo janta vote deke t t co pqjodotrdp
neutral,081 han exactly i was thinking the same right now ke jo bhi kaam achi neeyat or dil se karein to sab khud hai accha lag
positive,insan1 thanx my sweet lovely dii msg papa bless you always dhan dhan satguru tera hi aasra welfarebydssvolunteers
neutral,nayi sarkar ban chuki hai lakin ye kya karegi ye ek sawaal hai kyoki desh ki economy goode per sawaar hai jobs ki t co xl3uqwgdsk
neutral,dewan inderjits t co zhroqw7b4l
negative,are chinta mat kar papi log itni jaldi nahin marte abhi to bahut burnol lagana hai bahut papad b t co shddj2zees
positive,saori kimura sexy pics all japan team and torayarrows highquality sexy 50pics t co gvodgbwsye
negative,kanjar ki aulad wo sc say raha hoi hay harami ka bacha
positive,sir your such inclusive thoughts great bhot ache sabko saath leke chale bhot age jaynge ye hindusta t co tejyw7o7x9
negative,nsharif begaritoo tweet kese kar dyte hai chor chor or bus chor chor apne bacho sy kese nazrein milate hai t co hgy37refn4
positive,sushant best ji smilingfacewithhalosmilingfacewithhalo d m smilingfacewith3hearts rning my lord ji bless us with more sewa sumiran parmarth aap ji de charna naal always
negative,zaleel insan tumari maa jahaiz mn bijli lai thi koi kaam kia jo credit ly rhy hai lo dekho maro or s t co zhhl1prlgs
negative,m bhi sochu itni punjabi ka to overdose hai gaya facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy
positive,best wishes to all of you from me fight with sporty spirit but jitega to india hi
neutral,shadyantra kabhi safal nahin hoga
neutral,sachin pilot jindabad
negative,sabke daaman me daag hai koi apne aap ko 100 sahi bata hi nahin sakta jo desh ok liy congress ka neta bne
neutral,my best friends dad just sent me this t co ypv1ooxks5
neutral,subh 01619 ko main line par emergency shut down ki waja se 500am to 630 am bkr grid ok tamam feeders ki bijli band rahe gi
negative,bc light kat di abhi toh shuru bhi nahin hua match uclfinal delhi upar se garmi ne alag maar rakhi hai
negative,bhosdk mc gaandu apni gaand marani hai to mra ye fake new kyon fela raha hai mc ye football match ka video modi ok like nahin hai suar
neutral,you can test a libra but we already know you are doing it annoying but game on
neutral,main to panauti nikla bc facewithtearsofjoyfacewithtearsofjoy t co vin0mwqinl
positive,what a great thoughts of urs your true leader of our nation other party leaders r fake in front of you i salute you sirjee
positive,may allah accept this thread and free it from riyaa may allah grant you jannatul firdaus retweet share so others can
neutral,vismay i was invited par hamare yaha aaj jcb ki khudaai chal rahi hai isliye nahin gaya
positive,happy birthday ya 2mr w rbna ywf2k sparklingheartsparklingheart
neutral,rashid tu toh naamakool hai mare hai t co p003zxqutp
negative,ppp kion ye tumhari behen lay ok bhag gaya hay salay barway
neutral,skyping with my family like look at my beautiful baby facewithtearsofjoy cat kitty chat minou miaou meow t co ursyrkitma
positive,you know how proud i felt the day i was able to recite surah jumma for jumma prayers with the maulana felt like a t co nvaffkd9qb
neutral,thinker sharma thinker ye andh namazi ki kartut tum advertisement kar rahe hai andh namazi log t co hfvraod9tg
negative,mirchi abay bhosdike chutiye nikal idr se daali ke bachay ghasti ke salay lele ye tweet ja ise rt t co h3eer8vijk
positive,100 true bhai bajrangi bhaijaan and dangal are far better then endgame
negative,alp fake representation alp exam me fake representation karne bale candidates ko dibbared ghoshit karo ye other cand
neutral,fashion karte hain lekin ladkiyon ki tarah yeh nahin bolte tune last gathering pe yehi saree lehen t co lf5b7aex4e
negative,ye pani koi na khareeday ye zehrila pani ha khud ko or bachon ko bachao please or illegal water plants band karwao t co 8anaganukz
negative,tukde tukde gang bharat chhodo naxals bharat chhodo pattharbazo bharat chhodo hindustan ka khake pakistan ka t co i0ezzcgb85
neutral,thefilm salman khan khud ki film hit karna chahta hai toh interw deraha hai bewajeh ton karega nahin
positive,hardik subhkamnaye respected prime minister bouquetbouquetbouquetbouquet you deserve sir foldedhandsmediumlightskintonefoldedhandsmediumlightskintonefoldedhandsmediumlightskintone india aap ke sath hai
positive,dear future husband im praying for you redheart dont worry meri jaan agr apke ghr waly apki us sy shadi nahin krwa rhy jis t co hgwqhlf03f
neutral,kisi ki bhi hatya hona bahut galat hai per ashraf ji jab koi hindu ki maut hoti hai to aap tweet ku nahin t co anhxt1njhz
negative,oppornent ko apna wicket mat dena last tak khalna sab ko marne ki jarurat nahin chun chun ok marn t co qqxnipyqzo
negative,thoko thoko ab teri hi thuk gayi kahi ka nahin raha ab tu chale jaaa pakistan warna t co kgtts4sdbl
neutral,i hv one idea for dipti aunties show which says stick kavya back to vyom n humara ladka ko wapas dedo hume zainimam w
negative,shame white people cant even hide their anger they just turn red laal tamatar facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy t co ezuwa2dpvh
neutral,ordinance ko tear karna bhi dictatorship hi thi haar ko maniye aur mahnat karke agay bde nahin to pata nahin phir kya hoga
positive,plis follow interactive bomb tweets good humor follow back hundredpoints bhot accha hai follow him
positive,dee i hope next time will show you some love bahut wami some of us still listen to your old music sama25 t
positive,thats my beautiful dhokebaaz wifey y all we stan t co aonx4tldxb
positive,bahut bahut badhai hai aapko aapke parivar ko ki aapki beti ne bundelkhand ka nam rosan kiya ki aaj b t co wmxst99w40
neutral,bjp ko vote on muslim mahilaon n purushon ne diye jinko yojnaon ka fayda milaya m t co twhxo3r94u
negative,ab ye bakwas to mat failaao bhookhe bacche taste dekhenge ya bhookh also it is correct that if they dont like t co vocgicfuei
negative,yah sala infuture mai kabhi bhi pass nahin hai payega mai to pappu ko yahi ray doga ki tu bjp mai peon ki post t co yvsor2c4ou
neutral,main na ab sacchi bata raha hoon agar iss eid me adiza hume pichle baar ki tarha adiza wala eidy nahin diya na to ma t co a10szedsla
positive,meded par glad to be part of a great initiative
